siparis_id,musteri_id,musteri_adi,cinsiyet,yas,sehir,ilce,urun_id,urun_adi,kategori,marka,fiyat,adet,indirim_orani,kargo_ucreti,odeme_tipi,siparis_durumu,tarih,teslim_tarihi,toplam_harcama,musteri_puani,sadakat_seviyesi,kampanya_kodu,urun_puani,yorum_sayisi
100757,115,Kaver Fırat,,26,Antalya,Muratpaşa,5025,Golden Rose Ruj,Kozmetik,Golden Rose,126.27,1,5,19.99,Havale/EFT,Tamamlandı,08-03-2026 03:02:42,09-03-2026 20:02:42,139.95,4.5,Silver,KARGOBEDAVA,4.8,130
100758,128,Efser Zengin,Erkek,,İstanbul,Ataşehir,5039,ADIDAS SPOR ÇANTA,Spor & Outdoor,Adidas,1035.23,2,15,0.0,,Tamamlandı,2025-10-19,23-10-2025 18:10:33,1759.89,3.8,Bronze,,4.0,9
100759,19,Fermuta Sezer,Kadın,36,,Etimesgut,5038,Nike Pro Antrenman Tayt,Spor & Outdoor,Nike,721.96,1,10,49.99,Kredi Kartı,Tamamlandı,30-03-2026 08:34:58,02-04-2026 22:34:58,699.75,2.9,Bronze,,4.0,17
100760,285,İhsan Eraslan,Kadın,18,Samsun,İlkadım,5058,Torku Zeytinyağı 5L,Süpermarket,Torku,726.26,2,5,0.0,Kapıda Ödeme,Tamamlandı,03-10-2024 06:03:03,05-10-2024 20:03:03,1379.89,3.9,Silver,,4.1,1
100761,20,Sadiye Şama,Kadın,19,Trabzon,Akçaabat,5010,Mavi Jeans Skinny Kot Pantolon,Giyim,Mavi,819.16,2,0,0.0,Kapıda Ödeme,Tamamlandı,10-06-2024 10:48:15,11-06-2024 23:48:15,1638.32,4.2,Gold,,4.5,31
100762,139,Yigit İhsanoğlu,Erkek,36,Bursa,Yıldırım,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,71.15,2,0,29.99,,İade,16-06-2025 18:54:36,22-06-2025 02:54:36,172.29,3.7,Bronze,,4.2,51
100763,170,Altoğan Aksu,Erkek,38,Denizli,Pamukkale,5010,Mavi Jeans Skinny Kot Pantolon,Giyim,Mavi,783.53,3,0,0.0,Kredi Kartı,Tamamlandı,08-08-2024 00:12:14,11-08-2024 22:12:14,2350.59,3.8,Gold,SEPET50,4.5,22
100764,276,Danış Gülen,Erkek,34,İzmir,Konak,5003,"LG 55"" 4K Smart TV",Elektronik,LG,17812.38,2,0,0.0,Havale/EFT,İptal,20-05-2025 22:53:40,,35624.76,4.0,Bronze,KARGOBEDAVA,3.9,252
100765,374,Ruhide Seven,Kadın,36,Ankara,Etimesgut,5049,Hot Wheels Araba Seti 10lu,Oyuncak,,500.82,1,5,29.99,Kredi Kartı,Tamamlandı,19-06-2026 07:52:49,22-06-2026 12:52:49,505.77,3.6,Bronze,YAZ2026,3.4,82
100766,268,Deryanur Kısakürek,Kadın,26,Antalya,Konyaaltı,5021,L'Oréal Paris Revitalift Serum,Kozmetik,L'Oréal,465.13,3,10,0.0,Dijital Cüzdan,,21-02-2026 17:14:10,23-02-2026 22:14:10,1255.85,4.1,gold,INDIRIM10,3.1,177
100767,47,Saba Gül,Erkek,26,Denizli,Pamukkale,5009,Koton Erkek Slim Fit Kot Pantolon,Giyim,Koton,449.45,4,0,0.0,Kapıda Ödeme,Tamamlandı,06-11-2025 16:00:30,11-11-2025 13:00:30,1797.8,3.9,Gold,,5.0,6
100768,257,Havali Bilge,Kadın,31,,Melikgazi,5035,Fakir Robot Süpürge,Mutfak,Fakir,4168.52,3,10,0.0,Kredi Kartı,İptal,21-04-2025 19:19:18,,11255.0,3.6,Bronze,,4.7,40
100769,325,Varlık Ülker,Kadın,31,Eskişehir,,5053,Guess Kadın Çanta,Aksesuar,Guess,3068.42,1,10,0.0,Kredi Kartı,Tamamlandı,31-06-2025 11:11:11,24-08-2025 04:44:31,2761.58,4.5,Silver,HOSGELDIN15,4.1,17
100770,344,Cansin Sezgin,Erkek,31,Ankara,Mamak,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,685.09,4,20,0.0,Kredi Kartı,Tamamlandı,11-06-2024 07:07:48,15-06-2024 18:07:48,2192.29,3.9,Bronze,,4.7,10
100771,301,Gücal Ülker,Erkek,42,Ankara,Çankaya,5058,Torku Zeytinyağı 5L,Süpermarket,Torku,792.22,1,20,0.0,Havale/EFT,Tamamlandı,09-03-2025 23:21:45,01-03-2025 23:21:45,633.78,3.5,Bronze,SEPET50,4.1,4
100772,141,Necmettin Yüksel,Erkek,35,Adana,Seyhan,5055,Casio Dijital Kol Saati,Aksesuar,Casio,1330.82,1,10,0.0,Kredi Kartı,Tamamlandı,26-03-2026 19:51:51,02-04-2026 22:51:51,1197.74,4.5,Bronze,YAZ2026,3.0,50
100773,366,Macide Yüksel,Kadın,36,İstanbul,Üsküdar,5055,Casio Dijital Kol Saati,Aksesuar,Casio,1410.57,1,15,0.0,Kredi Kartı,Tamamlandı,29-05-2026 02:16:09,01-06-2026 05:16:09,1198.98,3.5,Platinum,,3.0,45
100774,100,Yurtseven Çamurcuoğlu,Kadın,34,Adana,Seyhan,5021,L'Oréal Paris Revitalift Serum,Kozmetik,L'Oréal,-517.45,3,0,0.0,Havale/EFT,İptal,31-02-2025 10:00:00,27-01-2026 13:20:05,1552.35,3.4,Silver,,3.1,180
100775,214,Fenni Aksu,Erkek,23,Eskişehir,Odunpazarı,5004,Sony WH-1000XM4 Kulaklık,Elektronik,Sony,7424.47,3,0,0.0,kredi kartı,Tamamlandı,16-07-2024 10:01:53,21-07-2024 16:01:53,22273.41,4.5,Gold,,4.8,88
100776,89,Ferhan Ertaş,Kadın,34,Adana,Seyhan,5019,Bambi Hakiki Deri Bot,Ayakkabı,Bambi,1391.63,1,0,0.0,Havale/EFT,Tamamlandı,01-01-2026 16:51:27,02-01-2026 19:51:27,1391.63,5.0,Bronze,,4.4,65
100777,374,Ruhide Seven,Kadın,36,İstanbul,Maltepe,5037,Decathlon Kamp Çadırı,Spor & Outdoor,Decathlon,1701.3,1,0,0.0,Kredi Kartı,Tamamlandı,15-09-2025 02:57:32,21-09-2025 09:57:32,1701.3,3.6,Bronze,SEPET50,4.5,16
100778,98,Karaer İnönü,Erkek,35,Gaziantep,Şehitkamil,5019,Bambi Hakiki Deri Bot,Ayakkabı,Bambi,1237.33,10000,0,0.0,Kredi Kartı,Tamamlandı,18-01-2025 06:51:13,21-01-2025 12:51:13,2474.66,4.3,Silver,HOSGELDIN15,4.4,67
100779,358,Subutiye Dumanlı,Kadın,33,İzmir,Konak,5031,Tarz Mobilya Sehpa,,Tarz,1819.64,1,15,0.0,Kredi Kartı,İptal,05-05-2026 06:12:24,07-05-2026 00:12:24,1546.69,4.8,Platinum,MAYIS25,4.1,19
100780,108,Beste Çorlu,Kadın,30,Kocaeli,Gebze,5022,Flormar Likit Fondöten,Kozmetik,Flormar,214.6,2,0,39.99,Havale/EFT,Tamamlandı,03-03-2025 03:18:15,08-03-2025 09:18:15,469.19,4.6,Bronze,KARGOBEDAVA,4.3,91
100781,17,Ünsever Bilge,Erkek,33,Denizli,Pamukkale,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,755.93,2,5,0.0,Kredi Kartı,Tamamlandı,05-07-2024 11:44:13,11-07-2024 14:44:13,1436.27,3.5,Gold,,4.3,278
100782,82,Abdülsamed Tarhan,Erkek,46,İzmir,Karşıyaka,5021,L'Oréal Paris Revitalift Serum,Kozmetik,L'Oréal,479.58,1,20,39.99,Kredi Kartı,Tamamlandı,23-06-2024 15:59:01,01-07-2024 10:59:01,423.65,3.6,Silver,,3.1,183
100783,356,Zülbiye Dumanlı,Kadın,36,İzmir,Buca,5030,,Ev & Yaşam,Bellona,1033.64,1,5,0.0,Kredi Kartı,Tamamlandı,04-04-2025 01:27:39,06-04-2025 17:27:39,1851.86,4.0,Silver,KARGOBEDAVA,4.3,282
100784,296,Zemzem Tarhan,Kadın,34,İzmir,Konak,5010,Mavi Jeans Skinny Kot Pantolon,Giyim,Mavi,779.27,4,20,0.0,Dijital Cüzdan,İade,21-12-2024 20:40:47,24-12-2024 00:40:47,6236.72,3.8,Gold,,4.5,21
100785,47,Saba Gül,Erkek,26,Ankara,Keçiören,5051,Fisher-Price Aktivite Masası,Oyuncak,Fisher-Price,1073.05,1,5,0.0,Havale/EFT,Tamamlandı,24-11-2024 10:58:09,27-11-2024 12:58:09,1019.4,3.9,Gold,INDIRIM10,3.7,11
100786,47,Saba Gül,Erkek,26,Gaziantep,Şehitkamil,5043,Faber-Castell Boya Kalemi Seti,Kitap & Hobi,Faber-Castell,222.2,3,0,29.99,KREDI KARTI,Tamamlandı,05-05-2026 14:20:48,11-05-2026 20:20:48,696.59,3.9,Gold,,3.7,213
100787,193,Üge Yüksel,K,25,Eskişehir,Odunpazarı,5048,Lego City Polis Seti,Oyuncak,Lego,1350.17,1,0,0.0,Dijital Cüzdan,Tamamlandı,01-05-2025 10:18:38,09-05-2025 07:18:38,1350.17,4.2,Silver,,4.9,31
100788,306,Koşukhan Sezer,Erkek,41,Ankara,Çankaya,5022,Flormar Likit Fondöten,Kozmetik,Flormar,198.83,2,10,29.99,Kapıda Ödeme,Tamamlandı,27-01-2025 13:26:22,30-01-2025 23:26:22,387.88,4.1,Silver,,4.3,87
100789,313,Kâmil Durmuş,Erkek,51,Antalya,Konyaaltı,5058,Torku Zeytinyağı 5L,Süpermarket,Torku,719.32,1,5,19.99,Kredi Kartı,Tamamlandı,14-05-2025 13:59:00,20-05-2025 18:59:00,703.34,3.8,Bronze,,4.1,4
100790,160,Ünlen Bilge,Erkek,37,Ankara,Mamak,5002,Xiaomi Redmi Note 12,Elektronik,Xiaomi,8913.57,5,0,0.0,Kredi Kartı,Tamamlandı,17-09-2024 16:55:38,24-09-2024 18:55:38,44567.85,4.0,Bronze,SEPET50,5.0,120
100791,336,Ünal Akar,Kadın,47,samsun,İlkadım,5010,Mavi Jeans Skinny Kot Pantolon,,Mavi,711.66,2,5,0.0,Kredi Kartı,Tamamlandı,18-04-2026 14:37:32,22-04-2026 15:37:32,1352.15,2.9,Silver,HOSGELDIN15_2026,4.5,31
100792,60,Yekda Hayrioğlu,Erkek,46,Antalya,Konyaaltı,5032,Karaca Tost Makinesi,Mutfak,Karaca,849.13,1,0,0.0,Kredi Kartı,Tamamlandı,31-06-2025 11:11:11,07-12-2024 03:26:23,849.13,4.6,Silver,,4.2,167
100793,77,Şahdiye Erdoğan,Kadın,26,İstanbul,Kartal,5016,Adidas Ultraboost 22,Ayakkabı,Adidas,4296.42,3,10,0.0,Kredi Kartı,Tamamlandı,16-03-2025 01:27:02,17-03-2025 16:27:02,11600.33,4.2,Platinum,,3.5,258
100794,307,Galip Durmuş,Erkek,37,Konya,Meram,5027,IKEA MALM Çalışma Masası,Ev & Yaşam,IKEA,2837.46,1,15,0.0,Kredi Kartı,Tamamlandı,01-06-2025 15:11:04,03-06-2025 05:11:04,2411.84,3.4,Bronze,SEPET50,4.3,32
100795,306,Koşukhan Sezer,Erkek,41,İstanbul,Kadıköy,5034,Arzum Çay Makinesi,Mutfak,Arzum,1269.34,1,120,0.0,Kredi Kartı,Tamamlandı,11-03-2026 17:57:57,16-03-2026 01:57:57,1269.34,4.1,Silver,KARGOBEDAVA,3.2,60
100796,125,,Kadın,53,Denizli,Merkezefendi,5002,Xiaomi Redmi Note 12,,xiaomi,8267.88,1,0,0.0,Dijital Cüzdan,Tamamlandı,12-09-2024 13:54:18,18-09-2024 12:54:18,17617.49,4.3,Bronze,SEPET50,5.0,123
100797,217,Menişan Mansız,Kadın,31,İzmir,Bornova,5060,Nestlé Nescafe Gold 200gr,Süpermarket,Nestlé,354.68,2,15,19.99,Kapıda Ödeme,Tamamlandı,28-09-2024 06:58:39,03-10-2024 14:58:39,622.95,4.5,Bronze,,3.6,22
100798,264,Tüzeer Bilge,Erkek,18,Bursa,Osmangazi,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,-419.84,1,5,49.99,Kredi Kartı,Tamamlandı,08-12-2024 10:04:47,14-12-2024 07:04:47,448.84,4.1,Silver,KARGOBEDAVA,3.7,126
100799,348,,Kadın,7,Ankara,Çankaya,5026,Bioderma Sensibio Micellar Su,Kozmetik,Bioderma,324.86,3,10,0.0,Kredi Kartı,Tamamlandı,13-03-2026 11:35:01,14-03-2026 18:35:01,877.12,3.9,Gold,sepet50!!,4.6,173
100800,114,Sarıcabay Aksu,Erkek,34,İstanbul,Bakırköy,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,5924.07,3,10,0.0,Havale/EFT,Tamamlandı,04-07-2025 17:18:58,09-07-2025 17:18:58,15994.99,3.5,Bronze,HOSGELDIN15,4.2,316
100801,228,Naz Bilir,Kadın,28,İstanbul,Beylikdüzü,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,659.67,1,5,49.99,Kredi Kartı,İptal,20-08-2024 22:59:16,25-08-2024 15:59:16,676.68,3.6,Silver,,4.7,11
100802,107,Semender Akça,Erkek,44,Gaziantep,,5019,Bambi Hakiki Deri Bot,Ayakkabı,Bambi,1404.28,1,10,0.0,Kredi Kartı,Tamamlandı,18-11-2024 22:43:43,22-11-2024 16:43:43,3406.83,4.5,Bronze,,4.4,63
100803,146,Memili Ergül,Erkek,31,Bursa,Nilüfer,5015,Nike Air Max 270,Ayakkabı,nike,3987.87,2,5,0.0,Dijital Cüzdan,Tamamlandı,11-07-2025 07:56:53,13-07-2025 10:56:53,7576.95,3.8,Bronze,,2.9,0
100804,82,Abdülsamed Tarhan,Erkek,46,Kayseri,Kocasinan,5035,Fakir Robot Süpürge,,Fakir,4194.48,3,5,0.0,Havale/EFT,Tamamlandı,32-01-2025 12:00:00,09-06-2025 19:56:51,11954.27,3.6,Silver,,4.7,48
100805,326,Müşüre Çorlu,Kadın,54,Ankara,Etimesgut,5034,Arzum Çay Makinesi,Mutfak,Arzum,1096.09,3,5,0.0,Kredi Kartı,İptal,04-09-2025 05:42:54,06-09-2025 17:42:54,3123.86,4.8,Bronze,MAYIS25,3.2,56
100806,238,Selime Durmuş,Kadın,52,Adana,Seyhan,5024,Nivea Nemlendirici Krem,Kozmetik,Nivea,130.61,1,5,29.99,Havale/EFT,Tamamlandı,20-10-2024 22:11:55,26-10-2024 14:11:55,154.07,4.0,Bronze,,4.4,36
100807,293,Hürüyet Türk,Kadın,36,Gaziantep,Şehitkamil,5020,Greyder Klasik Erkek Ayakkabı,Ayakkabı,Greyder,1265.89,1,10,0.0,Havale/EFT,İade,24-06-2024 21:53:39,01-07-2024 09:53:39,1139.3,4.2,Bronze,,4.1,12
100808,83,Yertan Demir,Erkek,44,İzmir,Bornova,5011,DeFacto Basic Tişört,Giyim,DeFacto,-167.22,2,0,29.99,Kredi Kartı,İptal,29-12-2024 21:01:47,03-01-2025 11:01:47,364.43,4.3,Bronze,MAYIS25,3.6,22
100809,124,Baykan Yüksel,Erkek,28,Mersin,,5032,Karaca Tost Makinesi,Mutfak,Karaca,956.55,3,15,0.0,Kapıda Ödeme,İptal,06-02-2025 16:49:43,07-02-2025 16:49:43,2439.2,3.7,Silver,,4.2,176
100810,347,Erenalp Çamurcuoğlu,Erkek,22,İzmir,Çiğli,5030,Bellona Yatak Örtüsü Seti,Ev & Yaşam,Bellona,1044.87,1,5,0.0,Kredi Kartı,Tamamlandı,02-10-2024 22:05:57,24-09-2024 22:05:57,2933.01,4.5,Bronze,,4.3,285
100811,247,Aykut Hançer,Kadın,34,Eskişehir,Odunpazarı,5018,Skechers Yürüyüş Ayakkabısı,Ayakkabı,Skechers,2449.33,3,10,0.0,Kredi Kartı,Tamamlandı,06-11-2025 22:54:39,13-11-2025 12:54:39,6613.19,3.6,Gold,,3.9,25
100812,54,Alpin Bilgin,Erkek,54,İstanbul,Bakırköy,5048,Lego City Polis Seti,Oyuncak,Lego,1295.14,3,0,0.0,Kredi Kartı,Tamamlandı,14-05-2025 05:10:05,16-05-2025 20:10:05,3885.42,4.2,Silver,YAZ2026,4.9,30
100813,329,Gönen Bilgin,Erkek,34,Konya,Meram,5057,Eti Crax Kraker 24lü Kutu,Süpermarket,Eti,199.64,3,15,39.99,Kredi Kartı,Tamamlandı,05-09-2025 09:23:26,10-09-2025 17:23:26,549.07,4.1,Silver,,4.6,49
100814,76,,Erkek,36,Bursa,Osmangazi,5014,Boyner Klasik Gömlek,Giyim,Boyner,570.04,2,10,0.0,Kredi Kartı,Tamamlandı,03-01-2026 23:04:45,07-01-2026 14:04:45,1026.07,4.3,Gold,,4.4,7
100815,151,Rahiye Gül,Kadın,24,İstanbul,Üsküdar,5009,Koton Erkek Slim Fit Kot Pantolon,Giyim,Koton,582.23,3,0,0.0,Kredi Kartı,İptal,19-01-2026 11:01:49,22-01-2026 05:01:49,1746.69,3.8,Silver,HOSGELDIN15,5.0,-14
100816,265,Yılma Sezgin,Erkek,36,İzmir,Çiğli,5057,Eti Crax Kraker 24lü Kutu,Süpermarket,Eti,161.93,1,0,39.99,Kredi Kartı,Tamamlandı,10-10-2025 23:36:24,13-10-2025 15:36:24,201.92,3.6,Bronze,,4.6,54
100817,195,Aygönenç Mansız,Kadın,44,İstanbul,Beşiktaş,5021,L'Oréal Paris Revitalift Serum,Kozmetik,L'Oréal,394.97,1,0,19.99,Havale/EFT,Tamamlandı,14-09-2025 20:43:53,20-09-2025 20:43:53,414.96,3.8,Silver,,3.1,182
100818,117,Dirlik İhsanoğlu,Erkek,-1,Gaziantep,Şahinbey,5042,İş Bankası Kültür Yayınları Klasik Set,Kitap & Hobi,İş Bankası Kültür Yayınları,308.21,2,25,-19.99,Kredi Kartı,İade,03-12-2025 02:53:33,04-12-2025 16:53:33,482.3,3.7,Gold,,4.1,1
100819,126,Naide Yıldırım,Kadın,20,İstanbul,,5044,Prima Bebek Bezi Jumbo Paket,Anne & Bebek,Prima,,3,0,0.0,Havale/EFT,Tamamlandı,14-02-2026 09:40:34,19-02-2026 17:40:34,1321.35,4.7,Bronze,INDIRIM10,3.7,125
100820,68,İlklima Şafak,Kadın,23,Bursa,Osmangazi,5013,Pull&Bear Kapüşonlu Sweatshirt,Giyim,Pull&Bear,568.28,2,10,0.0,Kredi Kartı,Tamamlandı,23-07-2024 11:36:33,31-07-2024 07:36:33,1022.9,5.0,Bronze,KARGOBEDAVA,4.7,11
100821,227,Şehza Bilir,Kadın,23,İstanbul,,5006,Huawei MatePad 11 Tablet,Elektronik,Huawei,,1,5,0.0,Havale/EFT,Tamamlandı,23-09-2024 16:06:57,01-10-2024 12:06:57,10250.33,4.4,Gold,SEPET50,4.0,36
100822,234,Alaeddin Yılmaz,Erkek,40,Kocaeli,Gebze,5048,Lego City Polis Seti,Oyuncak,Lego,1044.3,1,10,0.0,Kredi Kartı,Tamamlandı,18-03-2025 23:29:38,22-03-2025 07:29:38,939.87,4.6,Gold,,4.9,28
100823,175,Safinaz Sezer,Kadın,26,Ankara,Etimesgut,5032,Karaca Tost Makinesi,Mutfak,Karaca,823.52,-2,25,0.0,Dijital Cüzdan,Tamamlandı,23-04-2025 18:33:07,28-04-2025 09:33:07,617.64,4.0,GOLD,YAZ2026,4.2,172
100824,345,Verde Ertaş,Kadın,41,Ankara,Mamak,5021,L'Oréal Paris Revitalift Serum,Kozmetik,L'Oréal,477.58,2,0,-32.3718372889135,Kapıda Ödeme,Tamamlandı,05-01-2025 11:11:05,10-01-2025 20:11:05,955.16,4.4,,MAYIS25,3.1,181
100825,53,Öge Öcalan,Erkek,32,Konya,Selçuklu,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,2939.08,1,0,0.0,Kredi Kartı,Tamamlandı,09-11-2024 22:12:50,16-11-2024 03:12:50,2939.08,4.3,Silver,MAYIS25,4.0,17
100826,335,Kıvılcım Akgündüz,Erkek,18,ANTALYA,,5049,Hot Wheels Araba Seti 10lu,Oyuncak,Hot Wheels,581.62,1,0,39.99,Kredi Kartı,Tamamlandı,15-06-2026 12:53:10,23-06-2026 11:53:10,621.61,4.8,Gold,HOSGELDIN15,3.4,86
100827,289,Minibe Şafak,Kadın,36,Ankara,Mamak,5000,Samsung Galaxy A54 128GB,,Samsung,20811.11,1,25,0.0,Kredi Kartı,İptal,11-09-2025 09:59:00,13-09-2025 07:59:00,15608.33,4.6,Silver,SEPET50,3.6,38
100828,151,Rahiye Gül,Kadın,24,Eskişehir,Odunpazarı,5020,Greyder Klasik Erkek Ayakkabı,Ayakkabı,Greyder,1156.5,1,10,0.0,Havale/EFT,Tamamlandı,23-02-2026 18:18:41,28-02-2026 02:18:41,1040.85,3.8,Silver,INDIRIM10,0.0,11
100829,167,Rebihat Soylu,Kadın,34,Gaziantep,Şahinbey,5060,Nestlé Nescafe Gold 200gr,Süpermarket,Nestlé,377.11,1,10,49.99,Kredi Kartı,İade,22-01-2026 13:39:14,18-01-2026 13:39:14,389.39,3.7,Gold,HOSGELDIN15,3.6,17
100830,276,Danış Gülen,Erkek,34,Ankara,Yenimahalle,5007,Casper Excalibur Oyuncu Bilgisayarı,Elektronik,Casper,30190.25,4,0,0.0,Dijital Cüzdan,Tamamlandı,03-11-2024 05:28:35,08-11-2024 14:28:35,120761.0,4.0,Bronze,,5.0,83
100831,46,Tenvir Aksu,Erkek,35,i̇zmir,Karşıyaka,5036,Korkmaz Tencere Seti,Mutfak,Korkmaz,2801.24,2,10,0.0,Kapıda Ödeme,Tamamlandı,22-10-2024 02:28:33,30-10-2024 00:28:33,5042.23,4.7,Silver,,4.0,15
100832,185,Şide Fırat,Erkek,35,Denizli,Merkezefendi,5047,Mamas & Papas Bebek Bavulu,Anne & Bebek,Mamas & Papas,2507.67,1,5,0.0,Kredi Kartı,Tamamlandı,25-04-2026 09:25:51,29-04-2026 04:25:51,2382.29,3.6,,,3.7,6
100833,72,Okseven Çorlu,Erkek,18,İstanbul,Ataşehir,5027,IKEA MALM Çalışma Masası,Ev & Yaşam,IKEA,2896.31,1,0,-17.04356865495481,Kredi Kartı,İptal,07-11-2025 13:35:52,09-11-2025 07:35:52,2896.31,4.2,Bronze,,4.3,32
100834,259,Ürfettin Akçay,Erkek,39,Trabzon,Akçaabat,5050,Barbie Rüya Evi,Oyuncak,Barbie,3200.45,1,0,0.0,Kredi Kartı,Tamamlandı,03-09-2024 20:19:36,10-09-2024 23:19:36,3200.45,3.5,Platinum,,3.9,74
100835,45,Benek Tevetoğlu,Kadın,28,Antalya,Konyaaltı,5039,ADIDAS SPOR ÇANTA,Spor & Outdoor,Adidas,960.07,1,0,0.0,Havale/EFT,İptal,20-09-2025 16:25:51,23-09-2025 12:25:51,960.07,4.4,Bronze,INDIRIM10,4.0,500000
100836,,Vildane İhsanoğlu,Kadın,43,Ankara,Etimesgut,5049,Hot Wheels Araba Seti 10lu,Oyuncak,Hot Wheels,573.15,3,5,0.0,Kredi Kartı,Tamamlandı,07-06-2024 22:42:28,15-06-2024 10:42:28,1633.48,3.6,Bronze,INDIRIM10,3.4,85
100837,219,Risalet Yılmaz,Erkek,51,İstanbul,Şişli,5037,Decathlon Kamp Çadırı,Spor & Outdoor,Decathlon,1739.63,1,,0.0,Havale/EFT,Tamamlandı,10-01-2026 12:54:44,17-01-2026 06:54:44,1652.65,3.3,Silver,INDIRIM10,4.5,9
100838,158,Müslum Yüksel,Erkek,48,i̇stanbul,Kadıköy,5034,Arzum Çay Makinesi,Mutfak,Arzum,1200.96,3,15,0.0,Kredi Kartı,İade,02-05-2025 11:28:51,05-05-2025 08:28:51,3062.45,4.1,Gold,HOSGELDIN15,3.2,53
100839,218,Ünek Şensoy,Erkek,50,Kocaeli,İzmit,5059,Pınar Süt 1L 12li Koli,Süpermarket,Pınar,,-3,0,0.0,Kapıda Ödeme,İade,05-10-2024 13:39:26,07-10-2024 03:39:26,943.17,4.1,Platinum,,,99999
100840,195,Aygönenç Mansız,Kadın,44,İstanbul,Beylikdüzü,5025,Golden Rose Ruj,Kozmetik,Golden Rose,,3,10,19.99,Kredi Kartı,Tamamlandı,14-01-2026 18:48:18,15-01-2026 23:48:18,268.17,3.8,Silver,,4.8,122
100646,251,Neslinur Bilir,Kadın,44,Gaziantep,Şahinbey,5047,Mamas & Papas Bebek Bavulu,Anne & Bebek,Mamas & Papas,2596.29,1,0,0.0,Kredi Kartı,Tamamlandı,03-10-2025 09:17:40,08-10-2025 12:17:40,2596.29,5.0,Bronze,,3.7,6
100842,4,Dündaralp Yaman,E,51,Ankara,Mamak,5025,Golden Rose Ruj,Kozmetik,Golden Rose,137.69,1,5,39.99,Kapıda Ödeme,Tamamlandı,30-03-2026 10:56:52,02-04-2026 08:56:52,170.8,4.6,,SEPET50,4.8,127
100843,242,Faize Duran,Kadın,18,İstanbul,Bakırköy,5046,Chicco Bebek Arabası,Anne & Bebek,Chicco,5794.72,1,0,0.0,Kredi Kartı,Tamamlandı,10-10-2024 18:52:56,12-10-2024 22:52:56,5794.72,4.2,Gold,,4.2,311
100844,32,Savni Arslan,Erkek,21,Antalya,Muratpaşa,5055,Casio Dijital Kol Saati,Aksesuar,Casio,1343.91,1,10,0.0,Kapıda Ödeme,Tamamlandı,26-11-2024 18:52:53,29-11-2024 17:52:53,1209.52,3.4,Bronze,,3.0,51
100845,93,Gözem Zorlu,Kadın,31,Ankara,Çankaya,5050,Barbie Rüya Evi,Oyuncak,Barbie,2711.09,1,0,0.0,Havale/EFT,İptal,27-02-2025 22:38:35,02-03-2025 22:38:35,2711.09,4.5,Silver,,3.9,71
100846,15,Gürten Dumanlı,Kadın,27,Trabzon,Ortahisar,,Mamas & Papas Bebek Bavulu,Anne & Bebek,Mamas & Papas,2497.62,4,0,0.0,Kredi Kartı,Tamamlandı,20-11-2025 06:10:48,22-11-2025 09:10:48,,3.9,Bronze,INDIRIM10,3.7,7
100847,215,Metinkaya Karadeniz,Erkek,45,Kocaeli,,5030,BELLONA YATAK ÖRTÜSÜ SETI,Ev & Yaşam,Bellona,885.77,1,20,,Kredi Kartı,İptal,15-03-2026 00:01:34,18-03-2026 15:01:34,708.62,3.0,Gold,,4.3,282
100848,66,Övün Duran,Kadın,18,Ankara,Etimesgut,5023,Maybelline Maskara,Kozmetik,Maybelline,275.69,2,0,49.99,Havale/EFT,İptal,18-12-2024 04:34:53,20-12-2024 20:34:53,601.37,4.1,Bronze,indirim10!!,4.4,3
100849,338,Pürçek Yüksel,Kadın,18,İstanbul,Beşiktaş,5045,Huggies Islak Mendil 12li,Anne & Bebek,Huggies,302.5,4,0,0.0,Kredi Kartı,Tamamlandı,07-04-2026 10:57:46,11-04-2026 08:57:46,1210.0,3.6,Bronze,,3.8,162
100850,303,Ginyas Zorlu,Erkek,38,Bursa,Yıldırım,5056,Ülker Albeni 12li Paket,Süpermarket,Ülker,68.0,4,0,39.99,Havale/EFT,Tamamlandı,06-07-2024 14:01:06,12-07-2024 15:01:06,311.99,5.0,Silver,,4.2,50
100851,8,İrfan Şafak,Kadın,18,İstanbul,Kadıköy,5053,Guess Kadın Çanta,Aksesuar,Guess,3533.2,1,0,0.0,Havale/EFT,Tamamlandı,19-05-2025 06:50:08,26-05-2025 00:50:08,3533.2,3.8,Bronze,,4.1,13
100852,233,İnançlı Aslan,Erkek,32,Adana,Çukurova,5007,Casper Excalibur Oyuncu Bilgisayarı,Elektronik,Casper,33194.56,2,5,0.0,Kredi Kartı,İade,08-12-2024 09:17:40,12-12-2024 00:17:40,63069.66,4.0,Bronze,,5.0,82
100853,340,Uçan Yılmaz,Erkek,44,İstanbul,Maltepe,5048,Lego City Polis Seti,Oyuncak,,1111.44,1,5,0.0,Havale/EFT,İade,08-10-2024 03:26:37,10-10-2024 17:26:37,1055.87,4.9,Platinum,,4.9,26
